;ID;Name;Price_night;Rank;Adress;Phone;Website;Description;Number_of_Rooms;Hotel_Style;Mail;Rating;Number_Rating;Location_Rating;Cleanliness_Rating;Service_Rating;Value_Rating;Walking_Grade;Near_Restaurants;Near_Attractions;Language_Spoken;Wifi;Taxi;Breakfast;Baggage_storage;All_day_front_desk;All_day_check_in;Dry_cleaning;Complimentary_Coffee;Snack_bar;Concierge;Newspaper;Laundry_service;Non_smoking_hotel;Ironing_service;Kid_friendly_buffet;Bar_Lounge;Allergy_free_room;Coffee_tea_maker;Blackout_curtains;Air_conditioning;Housekeeping;Flatscreen_TV;Bathrobes;All_day_check_in.1;Alarm_clock;Complimentary_toiletries;Snack_bar.1;Soundproof_rooms;Desk;Minibar;Bath_shower;Safe;Bottled_water;Electric_kettle;Hair_dryer;Family_rooms;Non_smoking_rooms;Valet_parking;Pool;Indoor_pool;Sauna;Hot_tub;Fitness_Center;Rooftop_bar;Spa;Massage;Doorperson;Umbrella;Butler_service;Umbrella.1;Hammam;Meeting_rooms;Banquet_room;Meeting_rooms.1;Highchairs_available;Pets_Allowed;Car_hire;Restaurant;Extra_long_beds;Air_purifier;Room_service;Private_balcony;Landmark_view;City_view;Suites;Separate_dining_area;Interconnected_rooms_available;Cable_satellite_TV;Refrigerator;Breakfast_in_the_room;Personal_trainer;Currency_exchange;Paid_private_parking_nearby;Walking_tours;Yoga_room;Books_DVD_music;Strollers
219;219;Libertel Gare de l'Est Francais;108;#692;13 rue du 8 Mai 1945, 75010 Paris France;None;https://us.trip.com/hotels/detail?hotelid=718288&Allianceid=3242848&SID=8120429&ouid=fcd6ccde-f755-41d0-b444-f7c898916fc9&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;Behind its very fine facade, Hotel Libertel Gare de l'Est Francais offers 70 rooms. At once traditional, innovative and elegant, it is strategically located near gare du Nord and in front of gare de l'Est, 10 min from the Stade de France, 20 min from the Parc des Expositions in Villepinte, 30 min from Roissy Charles de Gaulle by the RER line B, close to the main boulevards, the large department stores and the Opera Garnier.;70;None;None;4.0;1,001;4.5;4.5;4.0;4.0;100.0;53.0;350.0;English, French ;1;0;1;1;1;0;0;1;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
220;220;Dadou Paris - Hotel;;#574;10 rue Troyon, 75017 Paris France;None;None;Staying at Dadou means enjoying Paris in the shade of the Arc de Triomphe, and being two steps away fromp the Champs Elysées. Dadou, an address with eloquent charm and upright taste, where Parisians from here and abroad enjoy life in all circumstances. Designed as a pied-à-terre, makes it a point of honor of following no rules, except of making you feel good during your stay.;31;None;None;5.0;54;5.0;5.0;5.0;5.0;100.0;33.0;273.0;None;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0
221;221;Hotel OFF Paris Seine;152;#876;86 quai D Austerlitz, 75013 Paris France;None;None;"Welcome to Hotel OFF Paris Seine, your Paris “home away from home.” Hotel OFF Paris Seine aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
Close to some of Paris' most popular landmarks, such as Latin Quarter (1.3 mi) and Sainte-Chapelle (1.3 mi), Hotel OFF Paris Seine is a great destination for tourists.
Free wifi is offered to guests, and rooms at Hotel OFF Paris Seine offer air conditioning.
Read more";58; Quirky Hotels Great View ;None;4.0;601;4.0;4.5;4.0;3.5;100.0;22.0;102.0;English, French, Spanish, Italian and 1 more ;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
222;222;Timhotel Paris Gare de l'Est;98;#781;27 rue des Recollets, 75010 Paris France;None;https://us.trip.com/hotels/detail?hotelid=2135340&Allianceid=3242848&SID=8120429&ouid=7c3c1487-6d0d-4eef-a94a-d963f268f7e4&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"See why so many travelers make Timhotel Paris Gare de l'Est their hotel of choice when visiting Paris. Providing an ideal mix of value, comfort and convenience, it offers a quiet setting with an array of amenities designed for travelers like you.
Guest rooms offer a flat screen TV, air conditioning, and a desk, and Villa Saint Martin makes getting online easy as free wifi is available.
You can also take advantage of some of the amenities offered by the hotel, including a 24 hour front desk, 24 hour check-in, and room service. In addition, guests can enjoy breakfast buffet during their visit. As an added convenience, there is paid public parking available nearby.
Read more";54;None;None;4.0;226;4.5;4.0;4.0;4.0;100.0;63.0;317.0;English, French, Spanish ;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223;223;Hotel 29 Lepic;112;#760;29 rue Lepic 18th Arr., 75018 Paris France;None;https://us.trip.com/hotels/detail?hotelid=730396&Allianceid=3242848&SID=8120429&ouid=99c78d6e-6c64-4bf4-a1f6-0ac64f27deb5&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;Completly renovated in 2012 - in the heart of Montmartre district- comfortable and cosy Guest rooms - elegant atmosphere - free wifi access.;41;None;None;4.0;568;4.5;4.0;4.0;4.0;100.0;109.0;393.0;English, French, Russian, Spanish and 2 more ;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
224;224;Ibis Paris Gare de Lyon Ledru Rollin 12eme;97;#829;41 avenue Ledru Rollin 12th Arr., 75012 Paris France;None;https://us.trip.com/hotels/detail?hotelid=2564115&Allianceid=3242848&SID=8120429&ouid=c67b0492-fd3b-46bd-86d3-c5ef7e6e77bc&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;The Ibis Paris Gare de Lyon Ledru Rollin hotel is located in the centre of Paris, 500 m from the Jardin des Plantes and 2 km from Notre Dame. The railway station is 300 m away and the airport 15 km from the hotel. The hotel has 119 air-conditioned rooms with Wifi Internet access, including 7 adapted for disabled persons. You can also book 1 meeting room. A bar, snacks 24/24, a terrace, private outdoor closed parking and private covered closed pay parking are at your disposal.;119; Business ;H1937@accor.com;4.0;1,548;4.5;4.5;4.0;4.0;100.0;40.0;241.0;English, French, Spanish, Italian and 1 more ;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
225;225;West-End Hotel;216;#146;7 rue Clement Marot, 75008 Paris France;01 86 76 69 78;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=228727&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227102056&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkcJzOcIMM22jRbbHBe9bG6seKOTtnnUF21DawyoM7VAeAguZkO5wUuxWSHJ0BcwoFg&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=156e1de761d5960ecc9599787ab8b281e&ba_uid=09523d5a-83f1-4dd9-9ad2-568111182b93;"The Hotel West End is a very unique place, a boutique hotel with 49 air-conditioned rooms, which offers you all the comfort of a luxury hotel, with high-end services provided by a professional international team, in a quiet French-style setting. Nestled on the corner of a street in a beautiful Haussmann-style stone building, the balconies on the 2nd and 5th floors are an undeniable advantage in some rooms (5 rooms have a view of the Eiffel Tower, a very romantic setting). Ideally located in a quiet and luminous street in the heart of the famous golden triangle outlined by the Champs Elysées, Avenue Montaigne and Avenue George V, Hotel West End is a very unique spot, gathering all the best places: high fashion boutiques, designer fragrance shops, jewelry stores, restaurants, museums, theaters, cinemas . Close to the hotel, you will discover the Arc de Triomphe, Grand Palais, Lido ... You can also walk to the Louvre, Eiffel Tower, Concorde, Tuileries Gardens and the banks of the Seine.
Read more";49; Classic City View ;contact@hotel-west-end.com;4.5;922;5.0;5.0;4.5;4.5;100.0;66.0;204.0;English, French, Spanish, Arabic and 3 more ;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
226;226;Nolinski Paris;564;#129;16 avenue de l Opera, 75001 Paris France;None;https://us.trip.com/hotels/detail?hotelid=5793808&Allianceid=3242848&SID=8120429&ouid=5aca66c6-f053-41ba-a763-9b92e6f5e24b&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"The heart of Paris conceals mysteries...to be unlocked by a select few initiates. Moments away from the Comedie Francaise and the Palais Royal gardens, enclosed between layers of history and Haussmann elegance, lies a temple to art and life a la francaise: the NOLINSKI. A minimalist reception made from Carrara marble .In the quiet discretion of its 45 private apartments, this private home safeguards the secrets of the art of living,Designed for locals and travellers alike. From bright, luminous rooms and a mineral spa to the Rejane brasserie and the hushed tones of the Grand Salon, each space is an invitation to let the senses roam and emotions rise. An intimate setting scented with spices and musk, a musical atmosphere and the warm softness of velvet or tweed. Conviviality served with passion. The passion of Epicurean experiences and unimaginable dreams, where the art of attention to detail intuitively paves the way for mystery. Welcome to the inner circle, a gallery of precious moments.
Read more";45; Trendy Luxury ;None;4.5;282;5.0;5.0;5.0;4.5;100.0;171.0;498.0;None;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
227;227;Perreyve Hotel;112;#861;63 rue Madame, 75006 Paris France;None;https://us.trip.com/hotels/detail?hotelid=718583&Allianceid=3242848&SID=8120429&ouid=c2209741-680b-45b2-8f0d-d1da22f82e1a&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;The Hôtel Perreyve is a family owned hotel, that combines the charm of a 1901 building with modern comforts (Air Conditioning, private bathroom, LCD TV with international channels, free WiFi access in all rooms etc). We are a stone’s throw-away from the quiet « Luxembourg Garden » and connected to Paris areas and suburbs via public transportation including the subway system (subway stations of St Placide, Notre Dame des Champs…), buses (83, 27, 91…).;30; Residential Neighborhood ;None;4.0;318;4.5;4.0;4.0;4.0;100.0;86.0;127.0;English, French ;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
228;228;Apostrophe Hotel;126;#289;3 rue de Chevreuse, 75006 Paris France;None;https://us.trip.com/hotels/detail?hotelid=716109&Allianceid=3242848&SID=8120429&ouid=39db2b30-a834-4a32-83f9-7bce45e4770b&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"The Apostrophe is a stylish design hotel set near Saint-Germain-des-Pres and the Luxembourg Gardens in central Paris. It offers air-conditioned rooms, free Wi-Fi and modern facilities. Guest rooms at the Apostrophe include a flat-screen TV, DVD and CD player and a powerful jet shower together with a rain shower. They are uniquely decorated and each room has a different theme. The Balneo rooms have a jacuzzi bath with chromotherapy. Breakfast is ""a la carte"" and served in room without any extra charge. The hotel is 100% non-smoking. The Apostrophe is near Vavin Metro station and the RER at Port-Royal. This gives direct access to the heart of the city and CDG or Orly Airport via the RER B.
Read more";16; Boutique ;info@apostrophe-hotel.com;4.5;760;4.5;5.0;5.0;4.0;100.0;85.0;169.0;English, French, Spanish, Arabic and 2 more ;1;1;0;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
229;229;La Maison Favart;222;#25;5, Rue de Marivaux 2nd Arr, 75002 Paris France;01 42 97 59 83;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=232552&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227102112&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkW6IDlOeGJIV02F-HcRdfYh_LgaGRhoOHO_ClRg8Kj6O6MGSL9ry5DBcSWIw3XWJzQ&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=15fca8ca1dd52bbe4d0d09221ff9f3c65&ba_uid=c65fc239-014f-4bca-9570-2a3db51702bd;La Maison Favart opened on April, 13th 2012 after 1 year and a half of renovation. 31 Bedrooms, 5 suites, 1 Duplex and La Petite Maison are proposed to you. It is a 4 star hotel, serving a very nice buffet breakfast. A honesty bar, a sauna, a relaxing pool, a fitness room are at the disposal of our guests. In every room, you can find air conditionning, king size bed, minibar, safety box, TV with free moovies, coffee and tea facilities.;39; Romantic Charming ;contact@lamaisonfavart.com;5.0;1,935;4.5;5.0;5.0;4.5;100.0;113.0;608.0;English, French, Russian, Spanish and 5 more ;1;1;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0
230;230;Hotel Le 123 Elysees - Astotel;162;#34;123 rue du Faubourg Saint Honore 8th Arr., 75008 Paris France;01 53 89 01 23;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=228783&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227102123&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkSHrEscr1pSWTsvSff_t4L-APB1i4t1n9cK6yRosiucd_pnEGYOR6XlmwEj_PYtG8w&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=10a2e22fc4027e35f980b3c80f7075056&ba_uid=803bd0a6-13d4-43c0-a4f8-2f7cecc735f0;"The fanciest address: 123 rue du Faubourg Saint Honore, 8th district. A district renowned for its fashion houses, antique shops, art galleries and gourmet restaurants, a few steps from the Champs Elysees. Our hotel is the new ""Haute Couture"" of the 8th district. We present an original display of materials: Dressed-stone in some rooms , four-poster beds in others, a starry sky above the zinc roof of some bathrooms... Let us guide you through our grand staircase, decorated with red brick in London style, to one of our 41 rooms of unique and contemporary design. Do not hesitate and stay in the perfect place for lovers of fashion and Parisian lifestyle.
Read more";41; Green Charming ;hotel.le123@astotel.com;4.5;2,074;5.0;4.5;4.5;4.5;100.0;50.0;397.0;English, French, Spanish, German and 1 more ;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231;231;Maison Astor Paris, Curio Collection by Hilton;241;#378;11 rue d Astorg 8th Arr., 75008 Paris France;00 1 888-446-6677;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=139922011&geo=229443&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=227102133&managed=false&capped=false&gosox=P1XzMs2TppTjHdw1TJ0bwSpGBPMh3phrt5a_MQ9OdgkT8BzT5Sm4ty2E_MVWwF-StTBJMWLqDYB4ZNe5zmZDb2sAY4mOqaO9SOmohS7ookYWX7jgvRcM_rXYtJBNyBv-&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&dated=true&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=156bef92c0ffd42276a443e069fecbe92&ba_uid=25ab7b15-c21f-4baa-9612-5a8948ea8594;Welcome to Maison Astor Paris, a hidden gem on a peaceful street in the luxury and fashion district. Built in 1907 by John Jacob Astor IV, our hotel is thoughtfully designed for a stay that’s rich in history, Parisian chic and Astor’s spirit. Our charming hideaway is steps from Haute Couture shops on the world-famous Avenue des Champs-Élysées, a 10-minute metro ride to the Eiffel Tower, and near the Saint Lazare train station, the gateway to the Normandy region.;131; Classic ;None;4.5;595;4.5;4.5;4.5;4.0;100.0;53.0;314.0;English, French, Spanish, Arabic and 3 more ;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
232;232;Secret de Paris - Hotel & Spa;175;#26;2 Rue de Parme, 75009 Paris France;None;https://us.trip.com/hotels/detail?hotelid=718535&Allianceid=3242848&SID=8120429&ouid=c2866fa4-6deb-4d58-bec3-81faac66860e&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;Secret de Paris invites you to enjoy the unusual experience of travelling while staying still. You are welcomed into a dream-like Paris where monuments fade away only to come sharply back into focus, colours blend as your perception becomes disoriented by the blur of images.In the intimacy of your room, you suddenly become the privileged guest of the Musee d'Orsay, the Moulin-Rouge, the Eiffel Tower or the Garnier Opera House, each delicately evoked by an innovative and amazing approach to design and staging.;29; Hidden Gem Quirky Hotels ;None;5.0;2,104;4.5;5.0;5.0;4.5;100.0;60.0;368.0;English, French, Spanish, Arabic and 1 more ;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
233;233;Hotel du Petit Moulin;258;#303;29 rue de Poitou, 75003 Paris France;None;https://us.trip.com/hotels/detail?hotelid=4047037&Allianceid=3242848&SID=8120429&ouid=d7310d42-de5d-406d-bab6-26a490b22597&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"The Hotel du Petit Moulin is an authentic residence, decorated throughout by Christian Lacroix. With its location in the Haut Marais district, guests will discover a host of treasures. This renowned 4-star boutique hotel gives guests the chance to discover each luxury room and suite's unique charm and character, each one more surprising than the last. The Hotel du Petit Moulin has 16 rooms and one Junior Suite The rooms and suites at the Hotel du Petit Moulin in Paris, each one decorated in different style, all have their own particular colour scheme and character. They are all decorated in a stylish, modern, bold, yet harmonious, style, where every tiny detail corresponds exactly to each room's unique atmosphere.
Read more";17; Quirky Hotels Quaint ;None;4.5;530;4.5;4.5;4.5;4.0;100.0;137.0;302.0;English, French, German ;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
234;234;Hidden Hotel;198;#35;28, Rue De l'Arc de Triomphe, 75017 Paris France;01 86 76 71 57;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=1396456&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227102181&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkTs26zjZ1tdpRm2XHyLDQDb_zTTgjPTfcX4WAv9O_5WMAa3kHTVCUTS8m7tTzZ17JQ&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=1fae3e1cb6c430a6b250d4f0252c9e86c&ba_uid=68990ae8-658a-439a-93a5-c9c261a52174;"The Hidden Hotel is a subtle blend of materials, colours, and scents in an ambience that succeeds in being both contemporary and timeless. It's a unique place, where you forget you are in Paris the moment you step in from the bustling streets. In this project, we derive great enjoyment to reveal tempting fragments of mystery and leaving you to discover the hidden remainder. We want every day to be an adventure. We want to draw you into the pleasure of discovering hidden delights: treasures, secret places, a surprising and multicultural cuisine, all tucked away from the sweeping avenues and the neverending hustle of Parisian life. Behind the Hidden Hotel is a philosophy of love and respect for noble materials and hand-made craftsmanship.
Read more";35; Value Modern ;contact@hidden-hotel.com;4.5;1,62;5.0;5.0;5.0;4.5;100.0;30.0;287.0;English, French, Spanish, Arabic and 6 more ;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
235;235;Cler Hotel;;#61;24 B rue Cler, 75007 Paris France;01 86 76 08 06;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=266280&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227102193&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkbLxCeKFaWJc1VjJfXX55KpM0V4448zj6j53tQlXMApyMLmD9jBi6JniwN-YK35rSg&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=1b9fa4d39285879ccfb4ab93570b9396d&ba_uid=de3edcf6-f475-45ec-b028-bc652bfdf1d1;Located just a short stroll from the Eiffel Tower and Les Invalides, the Cler Hotel has 26 superbly comfortable rooms and was fully renovated to exacting standards. A beguiling blend of the timelessly classic and the distinctly contemporary, this welcoming hotel on the Left Bank offers beautiful and appealing design without sacrificing the stylishness of simplicity.;26;None;None;5.0;1,62;5.0;5.0;4.5;4.5;100.0;44.0;226.0;None;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
236;236;Hotel Le A;237;#80;4 rue d Artois, 75008 Paris France;None;https://us.trip.com/hotels/detail?hotelid=717544&Allianceid=3242848&SID=8120429&ouid=45f570e8-4278-419a-8be1-98d85a86e006&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;In the heart of the 8th arrondissement, interior designer Fédéric Mechiche master hands has created a “lieu de vie” in a 4 stars with subtle mix of sophistication and elegance. In the lobby, where a bookcase harbours many artistic books, you can admire a large wall tapestry by Fabrice Hyber. In all 26 rooms you will find a discreet luxury where the artist’s paintings will evoke singular and enigmatic symbols.;26; Modern Boutique ;contact@hotel-le-a.com;4.5;1,067;4.5;4.5;4.5;4.0;100.0;57.0;402.0;English, French, Spanish, Arabic and 1 more ;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1
237;237;Hotel Longchamp Elysees;125;#360;68 rue de Longchamp, 75116 Paris France;None;https://us.trip.com/hotels/detail?hotelid=717832&Allianceid=3242848&SID=8120429&ouid=ab530397-02b1-47b1-b840-2290eec85702&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"The Longchamp Elysées hotel is a very attractive, privately-run hotel; it is ideally located in the centre of Paris, next to Trocadéro square and within easy walking distance of the Eiffel Tower, the renowned Champs-Elysées, several museums and some of the most beautiful shops in Paris.The hotel was completely refurbished in 2013 and now offers a successful blend of elegance, comfort and refinement.The luxury bedding will guarantee you a peaceful night’s sleep.The 19 soundproof rooms all have en suite bathrooms and are equipped with hairdryers. Each has a flat screen LCD television, free WI-FI internet service and individual safe.The hotel has several suites with three or four beds, which are ideal for family trips or if you are travelling with friends.A continental breakfast is served in the dining-room, which looks onto the courtyard patio and there is an Honesty Bar in reception, offering a wide range of refreshments.The hotel reception is open 24/7.Our friendly team will be on hand to help ensure that your stay in Paris is unforgettable.
Read more";19;None;info@hotel-longchamp.com;4.5;805;4.5;4.5;4.5;4.5;100.0;38.0;160.0;English, French, Spanish, Arabic and 2 more ;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0
238;238;Hotel & Spa Saint-Jacques;117;#481;35 rue des Ecoles, 75005 Paris France;None;https://us.trip.com/hotels/detail?hotelid=730143&Allianceid=3242848&SID=8120429&ouid=67810d9b-d642-4445-a758-e91503ec59ff&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;None;35; Historic Hotel Classic ;None;4.5;1,111;4.5;4.5;4.5;4.0;100.0;142.0;481.0;English, French, Russian, Spanish ;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;1;1;1;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
